,precision,recall,f1-score,support
original,0.7132352941176471,0.6510067114093959,0.6807017543859649,149.0
virtualized,0.8081180811808119,0.8488372093023255,0.8279773156899811,258.0
accuracy,0.7764127764127764,0.7764127764127764,0.7764127764127764,0.7764127764127764
macro avg,0.7606766876492295,0.7499219603558607,0.754339535037973,407.0
weighted avg,0.7733821222805378,0.7764127764127764,0.774060709708904,407.0
