,precision,recall,f1-score,support
not_packed,0.64234,0.48889,0.55521,180.00000
packed,0.52083,0.67114,0.58651,149.00000
accuracy,0.57143,0.57143,0.57143,0.57143
macro avg,0.58158,0.58001,0.57086,329.00000
weighted avg,0.58731,0.57143,0.56938,329.00000
