,precision,recall,f1-score,support
not_packed,0.9361702127659575,0.8949152542372881,0.9150779896013865,295.0
packed,0.8098159509202454,0.88,0.8434504792332268,150.0
accuracy,0.8898876404494382,0.8898876404494382,0.8898876404494382,0.8898876404494382
macro avg,0.8729930818431014,0.8874576271186441,0.8792642344173067,445.0
weighted avg,0.8935788885483017,0.8898876404494382,0.8909338849829058,445.0
