,precision,recall,f1-score,support
not_packed,0.0,0.0,0.0,180.0
packed,0.45288753799392095,1.0,0.6234309623430963,149.0
accuracy,0.45288753799392095,0.45288753799392095,0.45288753799392095,0.45288753799392095
macro avg,0.22644376899696048,0.5,0.3117154811715481,329.0
weighted avg,0.2051071220701952,0.45288753799392095,0.2823441136447457,329.0
