,precision,recall,f1-score,support
original,0.609271523178808,0.7603305785123967,0.676470588235294,121.0
virtualized,0.7314814814814815,0.572463768115942,0.6422764227642277,138.0
accuracy,0.6602316602316602,0.6602316602316602,0.6602316602316602,0.6602316602316602
macro avg,0.6703765023301447,0.6663971733141694,0.6593735054997609,259.0
weighted avg,0.6743872538574525,0.6602316602316602,0.6582513031580464,259.0
