,precision,recall,f1-score,support
original,0.53153,0.48760,0.50862,121.00000
virtualized,0.58108,0.62319,0.60140,138.00000
accuracy,0.55985,0.55985,0.55985,0.55985
macro avg,0.55631,0.55540,0.55501,259.00000
weighted avg,0.55793,0.55985,0.55805,259.00000
