,precision,recall,f1-score,support
original,0.9590163934426229,0.9669421487603306,0.9629629629629629,121.0
virtualized,0.9708029197080292,0.9637681159420289,0.9672727272727273,138.0
accuracy,0.9652509652509652,0.9652509652509652,0.9652509652509652,0.9652509652509652
macro avg,0.9649096565753261,0.9653551323511798,0.965117845117845,259.0
weighted avg,0.9652964730743838,0.9652509652509652,0.9652592852592854,259.0
