,precision,recall,f1-score,support
ddos,0.94218,0.90820,0.92487,305.00000
goodware,1.00000,1.00000,1.00000,308.00000
ransomware,0.91385,0.94586,0.92958,314.00000
rootkits,1.00000,1.00000,1.00000,115.00000
spyware,1.00000,1.00000,1.00000,292.00000
accuracy,0.96627,0.96627,0.96627,0.96627
macro avg,0.97120,0.97081,0.97089,1334.00000
weighted avg,0.96650,0.96627,0.96625,1334.00000
