,precision,recall,f1-score,support
ddos,0.88673,0.89836,0.89251,305.00000
goodware,1.00000,1.00000,1.00000,308.00000
ransomware,0.91205,0.89172,0.90177,314.00000
rootkits,0.96610,0.99130,0.97854,115.00000
spyware,1.00000,1.00000,1.00000,292.00000
accuracy,0.95052,0.95052,0.95052,0.95052
macro avg,0.95298,0.95628,0.95456,1334.00000
weighted avg,0.95048,0.95052,0.95045,1334.00000
