,precision,recall,f1-score,support
ddos,0.53869,0.59344,0.56474,305.00000
goodware,0.99640,0.89935,0.94539,308.00000
ransomware,0.61587,0.61783,0.61685,314.00000
rootkits,0.81928,0.59130,0.68687,115.00000
spyware,0.90373,0.99658,0.94788,292.00000
accuracy,0.75787,0.75787,0.75787,0.75787
macro avg,0.77479,0.73970,0.75235,1334.00000
weighted avg,0.76663,0.75787,0.75929,1334.00000
