,precision,recall,f1-score,support
original,0.7022900763358778,0.6174496644295302,0.6571428571428571,149.0
virtualized,0.7934782608695652,0.8488372093023255,0.8202247191011236,258.0
accuracy,0.7641277641277642,0.7641277641277642,0.7641277641277642,0.7641277641277642
macro avg,0.7478841686027216,0.7331434368659279,0.7386837881219903,407.0
weighted avg,0.7600948714456846,0.7641277641277642,0.7605215313080482,407.0
