,precision,recall,f1-score,support
original,0.6851851851851852,0.6115702479338843,0.6462882096069869,121.0
virtualized,0.6887417218543046,0.7536231884057971,0.7197231833910035,138.0
accuracy,0.6872586872586872,0.6872586872586872,0.6872586872586872,0.6872586872586872
macro avg,0.6869634535197449,0.6825967181698407,0.6830056964989952,259.0
weighted avg,0.6870801738351408,0.6872586872586872,0.6854157245961541,259.0
