,precision,recall,f1-score,support
original,0.5041322314049587,0.5041322314049587,0.5041322314049587,121.0
virtualized,0.5652173913043478,0.5652173913043478,0.5652173913043478,138.0
accuracy,0.5366795366795367,0.5366795366795367,0.5366795366795367,0.5366795366795367
macro avg,0.5346748113546532,0.5346748113546532,0.5346748113546532,259.0
weighted avg,0.5366795366795367,0.5366795366795367,0.5366795366795367,259.0
