,precision,recall,f1-score,support
packed,0.9672131147540983,0.9800664451827242,0.9735973597359736,301.0
not_packed,0.9571428571428572,0.9305555555555556,0.9436619718309859,144.0
accuracy,0.9640449438202248,0.9640449438202248,0.9640449438202248,0.9640449438202248
macro avg,0.9621779859484778,0.9553110003691399,0.9586296657834797,445.0
weighted avg,0.9639544246506854,0.9640449438202248,0.9639104027509887,445.0
