,precision,recall,f1-score,support
packed,0.95819,0.91362,0.93537,301.00000
not_packed,0.83544,0.91667,0.87417,144.00000
accuracy,0.91461,0.91461,0.91461,0.91461
macro avg,0.89682,0.91514,0.90477,445.00000
weighted avg,0.91847,0.91461,0.91557,445.00000
